Date,ID,Distance (Km),Duration (HH:mm),Over speeding,Over RPM,Idle time,Acceleration,Deceleration,Total,Ranking,Target Variable,Quarter_bin,Month,Year,Duration_bin
30/04/2022,7090016027,7787.3,202.63333333333333,81,95,17,100,100,79,146,Risky,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016047,5547.2,135.86666666666667,97,100,25,100,100,86,71,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016128,6824.2,157.03333333333333,96,100,28,99,100,86,71,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016388,8526.7,198.73333333333332,87,100,21,99,99,82,138,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016392,7073.4,171.71666666666667,100,100,19,100,100,86,71,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016217,8027.9,187.16666666666666,95,100,36,99,100,87,47,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016075,6479.9,153.75,76,100,7,100,100,76,151,Risky,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016385,8278.8,208.41666666666666,99,92,32,99,100,87,47,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016212,8543.5,201.41666666666666,91,97,26,100,100,84,110,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016083,7330.7,181.98333333333332,99,100,40,99,99,89,24,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016151,7142.3,174.4,87,100,31,100,100,84,110,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016294,4530.6,109.2,100,95,29,99,100,87,47,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016368,699.6,15.466666666666667,100,100,20,99,100,86,71,Good,Q1_2022,4,2022,"(0, 100]"
30/04/2022,7090016389,8717.3,227.11666666666667,98,100,30,99,99,87,47,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016035,8047.3,203.31666666666666,89,100,25,98,100,83,125,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016092,7751.1,178.73333333333332,94,100,45,100,100,88,33,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016245,6048.2,145.86666666666667,94,99,38,98,100,87,47,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016395,2337,135.16666666666666,100,100,100,100,100,100,1,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016119,6922,170.56666666666666,88,100,25,100,100,83,125,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016175,7959.8,195.31666666666666,93,100,17,96,100,83,125,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016247,6520.5,143.18333333333334,73,95,42,98,99,80,144,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016069,163.8,4.4,75,100,29,100,100,79,146,Risky,Q1_2022,4,2022,"(0, 100]"
30/04/2022,7090016293,6989.8,153.35,86,100,38,100,100,84,110,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016382,2282,140.51666666666668,91,100,59,91,93,87,47,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016141,2218,128.61666666666667,94,100,66,90,91,89,24,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016140,506.3,43.8,100,100,27,94,98,86,71,Good,Q1_2022,4,2022,"(0, 100]"
30/04/2022,7090016221,1003.8,127.63333333333334,99,100,39,99,100,89,24,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016393,7318.6,164.71666666666667,83,100,62,99,100,87,47,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016292,8594.2,199.45,96,100,38,97,99,87,47,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016005,7527.2,187.11666666666667,98,100,14,100,100,85,97,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016103,8545,210.36666666666667,91,100,35,99,100,86,71,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016139,7647.3,173.55,90,95,32,96,97,83,125,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016125,8911.3,211.31666666666666,96,100,22,100,100,85,97,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016065,8743.8,197.35,100,95,72,100,100,94,9,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016236,8047.5,174.88333333333333,78,86,33,100,100,79,146,Risky,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016213,7619.4,168.5,99,100,60,100,100,93,11,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016163,6878.3,167.56666666666666,96,100,20,99,100,85,97,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016233,5426.3,129.2,78,97,37,98,100,81,142,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016052,8564,200.15,99,96,38,99,100,88,33,Good,Q1_2022,4,2022,"(200, 300]"
30/04/2022,7090016219,6091.6,135.7,83,99,40,99,100,83,125,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090012011,7527.6,169.11666666666667,94,100,33,100,99,86,71,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016215,7861.8,183.45,100,100,35,100,100,89,24,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016192,6631.2,143.36666666666667,99,99,49,98,99,90,18,Good,Q1_2022,4,2022,"(100, 200]"
30/04/2022,7090016230,9106.3,224.83333333333334,97,100,39,98,99,88,33,Good,Q1_2022,4,2022,"(200, 300]"
31/05/2022,7090016095,3708.5,99.46666666666667,94,100,17,100,100,84,89,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016184,6583.9,143.08333333333334,97,100,23,100,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016225,7530.5,168.8,99,100,24,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016202,6905.9,166.83333333333334,98,100,36,100,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016025,6479.2,139.61666666666667,99,100,42,100,100,89,26,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016372,4752.6,119.85,83,98,30,99,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016296,4314.7,106.68333333333334,88,96,36,100,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016374,6181,133.86666666666667,82,100,23,100,100,81,129,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016243,3936.4,88.4,79,100,21,99,100,79,135,Risky,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016015,5105.1,146.85,91,100,24,99,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016363,7881.8,185.21666666666667,89,100,20,92,100,81,129,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016041,3845.2,87.33333333333333,96,100,46,100,100,89,26,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016203,6842.8,155.11666666666667,76,100,16,100,100,77,147,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016114,6552.1,170.3,83,100,41,99,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016170,5647.7,138.2,85,98,24,100,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016364,4971.6,112.81666666666666,93,100,21,100,99,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016145,6096.1,136.66666666666666,95,100,36,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016287,689.1,60.7,99,100,38,99,100,89,26,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016208,5331.3,123.03333333333333,87,100,19,98,100,81,129,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016082,7004,155.75,98,99,32,98,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016117,5699.6,137.26666666666668,87,100,24,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016284,6546.5,142.51666666666668,92,100,25,100,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016370,5526.8,119.96666666666667,78,100,17,100,100,78,142,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016286,4546.5,103.88333333333334,100,100,39,100,100,89,26,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016078,6062.4,162.93333333333334,74,100,26,100,100,79,135,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016390,5217.7,113.6,73,100,16,100,100,76,151,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016115,6166.7,133.53333333333333,84,100,18,97,99,80,133,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016080,6550.2,173.65,74,100,7,100,100,75,153,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7092016030,159.5,3.3166666666666664,100,100,100,100,100,100,1,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7092016042,157,2.966666666666667,67,100,100,100,100,88,38,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016187,5914.6,134.38333333333333,99,100,30,92,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016168,3175.4,87.76666666666667,96,100,44,99,100,89,26,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016090,3989.6,93.4,84,100,45,100,100,85,79,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016048,5674.8,150.85,96,100,28,100,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016229,7015.1,165.31666666666666,97,100,37,99,99,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016040,8207.1,190.36666666666667,87,100,27,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016285,6774.9,153.88333333333333,85,100,33,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016100,8819.5,196.08333333333334,87,99,27,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016136,2472.8,59.983333333333334,94,100,31,96,100,85,79,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016127,5487.9,152.61666666666667,86,100,42,98,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016061,4345.6,116.26666666666667,94,100,11,93,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016049,5375.5,129.28333333333333,98,100,19,99,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016289,4102.6,99.06666666666666,98,100,8,100,100,83,105,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016234,6207.9,154.76666666666668,93,100,21,100,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016003,5431.8,131.5,99,100,35,99,99,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016013,5806.6,155.08333333333334,72,98,12,93,100,74,154,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016177,6074.8,133,98,100,30,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016290,7403.8,169.63333333333333,94,100,30,99,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016026,7634.9,170.41666666666666,77,98,52,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016377,410,12.95,100,100,65,100,100,94,7,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016200,2364.8,52.9,84,100,38,100,100,84,89,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016058,4250,95.18333333333334,99,100,23,100,100,86,67,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016241,5676.3,145.76666666666668,87,100,28,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016194,5357.7,128.66666666666666,99,99,22,97,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016166,4656.2,112.88333333333334,99,100,21,100,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016056,3645.2,128.36666666666667,88,100,27,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016087,4696.5,130.58333333333334,95,100,22,100,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016209,7570.6,172.1,96,100,57,99,99,91,13,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016288,7128.1,162.76666666666668,99,100,30,100,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016210,4055.9,105.55,75,100,18,100,100,78,142,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016144,4481.2,98.65,95,100,19,98,100,84,89,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016226,7591,168.26666666666668,78,99,30,100,100,80,133,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016133,6068.7,147.21666666666667,77,100,25,100,100,79,135,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016110,1099.8,239.66666666666666,99,100,36,99,100,88,38,Good,Q2_2022,5,2022,"(200, 300]"
31/05/2022,7090016261,92.1,145.35,100,100,42,100,100,90,20,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016275,145.7,11.183333333333334,81,100,8,100,100,78,142,Risky,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016066,96.7,10.833333333333334,100,100,50,99,100,91,13,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016278,283.3,17.683333333333334,97,100,32,100,99,87,53,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016180,185.9,24.683333333333334,100,100,28,100,100,88,38,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016266,654.6,256.85,100,100,36,99,100,89,26,Good,Q2_2022,5,2022,"(200, 300]"
31/05/2022,7090016263,132.3,101.63333333333334,100,100,33,100,100,89,26,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016254,276.1,106.9,100,100,40,99,100,90,20,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016264,455.6,326.28333333333336,100,100,48,99,100,91,13,Good,Q2_2022,5,2022,"(300, 400]"
31/05/2022,7090017101,294.4,142.1,100,100,43,100,100,90,20,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016362,748.3,47.5,97,100,64,100,100,93,9,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016134,216.6,139.2,99,100,30,100,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016355,1033.6,29.933333333333334,84,100,8,100,100,79,135,Risky,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016034,5853.7,139.41666666666666,90,100,50,100,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016232,5932.6,130.91666666666666,87,100,48,97,97,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016010,4626.2,125.16666666666667,88,100,38,100,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016024,4209.4,90.25,99,100,51,100,99,91,13,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016282,7864.2,177.16666666666666,91,94,24,97,99,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016242,5189.1,124.1,97,100,38,95,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016365,5920.5,142.7,89,100,41,100,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016367,4919.1,108.58333333333333,91,100,28,100,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016279,5108.7,126.83333333333333,92,100,36,96,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016050,5212.4,125.51666666666667,75,100,24,100,100,78,142,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016012,5357.1,126.91666666666667,93,99,28,93,99,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016098,7963.9,186.8,93,100,34,99,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016252,8014.4,179,73,100,50,100,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016149,5628.5,139.25,100,100,66,99,100,94,7,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016018,4984.7,117,88,100,32,96,98,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016369,5900,133.33333333333334,99,100,26,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016179,9255.7,211.73333333333332,89,100,28,100,100,84,89,Good,Q2_2022,5,2022,"(200, 300]"
31/05/2022,7090016198,4871,125.81666666666666,84,100,35,99,99,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016021,4653.4,123.86666666666666,94,100,13,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016386,3516.9,80.41666666666667,80,94,24,100,99,79,135,Risky,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016391,3566.9,101.1,91,100,18,95,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016118,3826.5,92.53333333333333,84,100,3,100,100,78,142,Risky,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016258,4582.4,103.65,98,100,28,100,99,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016027,4697.6,113.05,78,100,12,100,100,77,147,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016047,3056.8,70.11666666666666,99,100,31,99,100,88,38,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016128,6509.3,155.66666666666666,99,100,25,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016388,4449.4,120.98333333333333,89,99,26,94,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016392,3798.8,118.38333333333334,97,100,15,97,99,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016217,7308.9,168.16666666666666,93,100,48,100,100,89,26,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016075,6330.3,159.78333333333333,66,100,5,100,100,72,155,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016385,5579.3,135.5,92,98,33,96,99,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016212,5777.4,150.2,97,100,40,99,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016083,6619.1,151.28333333333333,98,100,49,99,100,90,20,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016151,7710,178.98333333333332,85,100,26,99,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016294,6032.7,152.75,93,100,35,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016389,7118.5,173.86666666666667,93,100,32,100,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016035,7482.5,163.95,87,100,28,100,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016092,8335.1,181.11666666666667,85,100,57,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016245,5511.5,124.95,94,100,47,99,99,89,26,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016395,2912.1,151.81666666666666,100,100,100,100,100,100,1,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016119,4859.5,111.53333333333333,90,100,26,100,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016175,5820.9,149.03333333333333,88,100,36,100,100,85,79,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016247,3395.3,75.6,74,100,30,100,99,79,135,Risky,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016293,6595.2,144.25,83,100,53,100,100,86,67,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016382,1902.7,87.4,89,100,77,96,99,92,11,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016141,2168.7,117.91666666666667,82,100,64,97,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016361,165.4,17.166666666666668,100,100,25,100,100,87,53,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016221,56.6,91.28333333333333,100,100,46,100,100,91,13,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016393,3507.9,82.61666666666666,75,100,37,99,100,81,129,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090016292,9522.7,197.56666666666666,84,100,40,100,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016005,5546.1,131.46666666666667,94,100,10,100,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016103,8938.9,211.26666666666668,86,100,28,100,100,83,105,Good,Q2_2022,5,2022,"(200, 300]"
31/05/2022,7090016139,4962.3,109.76666666666667,88,100,23,97,100,82,120,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016125,8535,194.91666666666666,89,100,31,99,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016065,6798.4,155.28333333333333,87,100,57,100,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016236,5119.3,107.2,71,100,25,99,100,77,147,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016213,6288.3,135.21666666666667,94,100,58,100,100,91,13,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016163,5394.4,128.81666666666666,79,100,10,100,100,77,147,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016233,5821.7,131.06666666666666,71,100,37,100,100,79,135,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016052,7703.6,159.25,96,100,42,100,100,89,26,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016219,6527.3,154.88333333333333,66,100,27,99,100,76,151,Risky,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016104,301.3,24.166666666666668,100,100,45,99,99,90,20,Good,Q2_2022,5,2022,"(0, 100]"
31/05/2022,7090012011,4600.3,105.51666666666667,87,100,28,99,100,83,105,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016215,6261.4,160.11666666666667,98,100,28,100,100,87,53,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016192,5210.6,121.95,95,96,43,99,100,88,38,Good,Q2_2022,5,2022,"(100, 200]"
31/05/2022,7090016230,7279.7,184.88333333333333,88,100,29,100,100,84,89,Good,Q2_2022,5,2022,"(100, 200]"
30/06/2022,7090016095,4599,117.38333333333334,97,100,8,88,91,80,137,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016184,4882.3,107.01666666666667,97,100,18,100,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016225,5820.9,137.73333333333332,99,92,34,100,100,87,50,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016202,5367.5,137.85,89,100,14,100,100,81,124,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016025,7160.2,165.05,98,99,46,99,100,90,19,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016372,5696.1,121.36666666666666,86,100,38,99,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016296,4755.4,103.2,83,100,48,99,99,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016374,3424.1,79.18333333333334,78,99,29,99,100,80,137,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016243,5568.5,118.5,66,100,42,100,100,78,143,Risky,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016015,6649.6,169.83333333333334,94,100,24,100,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016363,4791.5,111.13333333333334,92,100,30,100,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016041,3899.4,86.85,93,100,63,100,100,91,10,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016203,5516.3,132.13333333333333,99,100,16,100,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,0,24774.9,1554.65,96,100,41,95,97,87,50,Good,Q2_2022,6,2022,"(1500, 1600]"
30/06/2022,7090016114,5402.2,120.58333333333333,90,100,30,100,100,84,98,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016170,3352.4,73.43333333333334,97,99,35,100,100,88,37,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016364,6280.2,139.2,97,100,16,99,99,84,98,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016145,5945.4,138.4,93,96,49,100,100,88,37,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016287,2744.7,65.31666666666666,84,100,24,95,99,81,124,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016208,5261.6,123.66666666666667,86,100,21,99,100,81,124,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016082,3838.6,87.7,99,100,56,96,96,91,10,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016117,6114.5,142.28333333333333,96,100,21,100,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016284,6238.4,132.66666666666666,82,100,34,100,100,82,117,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016370,4894.1,110.21666666666667,85,100,26,99,99,82,117,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016286,5834.6,131.58333333333334,100,100,53,100,100,92,9,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016078,4515.2,102.9,89,100,21,99,99,82,117,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016390,4862.2,106.2,85,100,18,92,93,78,143,Risky,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016115,5963,128.21666666666667,93,100,25,100,100,85,75,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016080,4210.4,109.15,85,100,8,89,92,76,149,Risky,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7092016037,107.6,2.6833333333333336,48,100,0,48,100,57,154,Risky,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7092016034,253.8,5.483333333333333,100,100,0,100,100,83,108,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016187,3651.9,81.56666666666666,88,100,28,100,100,83,108,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016168,5309.3,127.88333333333334,96,100,42,99,100,89,25,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016090,6097,132.51666666666668,91,100,25,100,100,84,98,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016048,2898.3,75.81666666666666,95,100,28,100,100,86,63,Good,Q2_2022,6,2022,"(0, 100]"
30/06/2022,7090016229,5323.5,116.53333333333333,99,100,31,100,100,88,37,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016040,4641.5,107.78333333333333,84,96,54,100,100,86,63,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016285,4753.4,105.28333333333333,79,95,30,100,100,80,137,Good,Q2_2022,6,2022,"(100, 200]"
30/06/2022,7090016100,5281.7,122.41666666666667,89,97,51,100,100,87,50,Good,Q2_2022,6,2022,"(100, 200]"
