Date,Distance (Km),Duration (HH:mm),Over speeding,Over RPM,Idle time,Acceleration,Deceleration,Total,Ranking,Target Variable,Quarter_bin,Month,Year
31/10/2023,0.0,63.68333333333333,100,100,36,100,100,93,36,Good,Q3_2022,8,2022
30/09/2023,4618.8,46.916666666666664,73,98,68,100,99,77,141,Risky,Q3_2023,10,2023
30/11/2022,6472.7,148.43333333333334,94,100,52,100,100,87,139,Good,Q4_2022,12,2022
31/05/2023,0.0,8.383333333333333,99,100,83,100,100,93,11,Good,Q4_2022,5,2023
30/06/2023,43.1,135.23333333333332,99,100,93,100,100,87,24,Good,Q2_2023,9,2023
30/06/2023,60.2,1.2166666666666668,91,100,78,98,99,90,40,Good,Q3_2022,9,2022
28/02/2022,5126.4,181.63333333333333,96,100,52,100,100,86,53,Good,Q1_2022,2,2022
31/03/2023,5247.0,6.183333333333334,91,100,53,100,100,91,44,Good,Q1_2023,3,2023
31/05/2023,5769.4,156.81666666666666,77,100,38,98,100,90,17,Good,Q2_2023,5,2023
31/01/2023,234.0,0.16666666666666666,99,100,92,100,100,95,32,Good,Q4_2022,1,2023
31/05/2022,4831.1,0.8333333333333334,79,100,38,100,100,80,104,Good,Q4_2022,6,2022
31/08/2023,5023.9,3.1333333333333333,86,99,48,98,92,84,95,Good,Q3_2023,9,2023
28/02/2023,5631.0,153.03333333333333,67,99,50,99,100,85,136,Risky,Q1_2023,2,2023
31/07/2023,6334.8,200.83333333333334,83,100,53,100,100,80,162,Good,Q3_2023,10,2023
28/02/2023,4587.4,184.01666666666668,90,100,68,99,100,85,137,Good,Q1_2023,2,2023
31/12/2022,4955.2,112.38333333333334,99,100,40,100,100,84,10,Good,Q4_2022,12,2022
31/07/2022,5048.0,1.3166666666666667,90,100,31,90,92,81,85,Good,Q2_2022,7,2022
30/04/2023,7060.1,127.68333333333334,89,99,35,100,100,90,122,Good,Q1_2022,4,2022
31/03/2023,9519.9,184.01666666666668,68,100,45,100,97,85,72,Good,Q1_2023,3,2023
31/12/2023,7670.1,444.3833333333333,81,100,43,98,100,83,161,Good,Q4_2023,12,2023
31/10/2023,8784.3,102.66666666666667,91,100,64,100,100,86,43,Good,Q2_2023,2,2023
31/03/2023,83.4,112.08333333333333,100,100,78,100,100,88,122,Risky,Q1_2023,3,2023
28/02/2022,0.0,112.18333333333334,100,100,38,97,100,90,117,Good,Q2_2023,9,2023
31/01/2023,5147.5,124.01666666666667,92,100,38,99,98,86,75,Good,Q4_2022,8,2023
28/02/2022,2262.9,03:36:00,81,100,15,100,100,86,163,Risky,Q1_2022,5,2022
30/09/2023,7295.0,14.516666666666667,80,100,55,99,98,79,23,Risky,Q3_2023,10,2023
31/03/2023,4422.0,129.03333333333333,96,100,67,100,100,88,138,Risky,Q1_2023,3,2023
30/04/2022,0.0,20:24:00,100,100,100,100,100,99,4,Good,Q1_2022,4,2022
30/11/2023,9843.8,223.83333333333334,77,100,54,100,99,86,143,Good,Q4_2023,12,2023
31/03/2023,7033.2,14.983333333333333,70,100,46,97,100,81,77,Good,Q1_2023,3,2023
30/09/2023,5749.0,259.28333333333336,68,100,37,100,91,78,132,Risky,Q3_2023,10,2023
31/10/2023,142.4,216.93333333333334,99,100,52,100,100,86,45,Good,Q3_2023,10,2023
30/09/2023,5357.2,116.51666666666667,88,100,36,99,100,91,84,Good,Q2_2023,6,2023
31/12/2022,9493.7,156.83333333333334,95,100,53,100,100,89,83,Good,Q4_2022,12,2022
28/02/2023,0.0,96.73333333333333,100,100,23,100,99,88,107,Good,Q4_2022,7,2022
30/11/2023,10175.1,139.93333333333334,85,100,52,99,99,84,73,Good,Q4_2023,12,2023
31/10/2023,3782.9,126.33333333333333,99,99,89,99,100,81,52,Good,Q2_2023,2,2023
30/09/2023,5102.8,212.21666666666667,81,95,79,100,99,84,77,Good,Q3_2023,10,2023
30/11/2022,1764.1,8.383333333333333,99,100,74,100,100,91,42,Good,Q4_2022,9,2023
31/01/2023,5672.2,166.83333333333334,100,100,59,99,100,95,21,Good,Q3_2022,5,2024
31/07/2023,8632.6,158.73333333333332,89,100,21,100,100,84,134,Good,Q2_2023,5,2023
31/01/2024,0.0,145.83333333333334,90,100,60,100,100,90,1,Good,Q4_2023,12,2024
30/11/2022,58.8,9.816666666666666,99,100,70,99,99,90,29,Good,Q3_2022,9,2022
30/04/2023,347.4,153.03333333333333,99,100,97,100,100,91,128,Good,Q1_2023,3,2023
31/12/2022,7100.4,102.66666666666667,91,100,47,99,100,88,78,Good,Q4_2022,12,2022
30/04/2022,5742.6,143.46666666666667,84,100,36,95,95,82,111,Good,Q1_2022,5,2022
31/10/2023,10353.1,109.81666666666666,88,99,47,99,99,85,100,Good,Q3_2023,9,2023
31/12/2023,8193.6,20:24:00,70,99,44,100,99,78,169,Risky,Q4_2023,3,2023
28/02/2022,7105.3,84.28333333333333,94,100,42,100,100,88,130,Good,Q2_2022,1,2023
30/09/2023,6057.1,140.06666666666666,85,100,57,97,100,91,108,Good,Q3_2023,9,2023
31/10/2022,5516.8,131.08333333333334,96,100,72,99,99,89,37,Good,Q3_2022,10,2022
30/06/2023,10.4,72.93333333333334,90,100,66,100,99,79,18,Good,Q2_2023,6,2023
31/08/2022,0.0,19:12:00,100,100,95,99,100,100,1,Good,Q3_2022,9,2022
31/08/2023,7143.8,23.283333333333335,94,100,50,99,100,91,71,Good,Q4_2022,8,2023
28/02/2023,5965.3,127.71666666666667,76,100,44,100,100,85,135,Good,Q2_2022,9,2023
30/09/2023,6097.3,190.53333333333333,70,100,50,100,99,82,157,Risky,Q3_2023,9,2023
31/01/2024,9508.6,444.3833333333333,85,100,62,98,98,86,125,Good,Q4_2023,1,2024
31/08/2023,5966.5,139.91666666666666,83,100,29,100,100,88,79,Good,Q2_2023,10,2023
31/08/2023,6383.2,128.21666666666667,93,98,47,100,99,85,39,Good,Q2_2023,7,2023
31/03/2023,7392.8,9.816666666666666,99,100,40,100,100,88,122,Good,Q1_2023,10,2023
31/01/2023,7112.3,105.43333333333334,88,99,62,96,99,87,122,Good,Q1_2022,6,2023
28/02/2023,5771.0,114.38333333333334,89,98,60,99,100,82,49,Good,Q2_2022,9,2022
31/03/2022,5311.9,132.46666666666667,76,100,28,100,100,82,100,Good,Q1_2022,4,2022
31/10/2022,6812.1,122.41666666666667,91,97,48,99,99,89,40,Good,Q3_2023,6,2022
31/07/2023,5615.3,08:24:00,100,100,42,100,100,86,86,Good,Q2_2022,2,2022
29/02/2024,4990.4,142.51666666666668,85,100,100,100,100,94,36,Good,Q1_2024,2,2024
30/06/2022,0.0,6.366666666666666,100,100,77,99,100,86,16,Good,Q2_2022,1,2023
30/06/2023,6928.5,7.933333333333334,90,100,73,100,100,86,42,Good,Q2_2022,6,2022
31/10/2022,0.0,146.53333333333333,100,100,81,100,100,82,73,Good,Q2_2023,9,2022
31/05/2023,96.9,134.88333333333333,100,100,100,100,100,91,14,Good,Q1_2024,10,2023
30/06/2023,4324.5,169.03333333333333,81,100,30,99,100,87,60,Good,Q2_2023,7,2023
31/01/2023,7847.4,268.56666666666666,97,100,40,100,100,91,169,Good,Q4_2022,1,2023
30/04/2022,4886.9,2.6666666666666665,90,100,33,100,100,87,124,Good,Q1_2022,3,2022
30/04/2022,3611.3,12:00:00,99,100,40,100,100,89,83,Good,Q1_2022,3,2022
30/11/2022,7290.8,200.83333333333334,99,100,40,100,100,90,126,Good,Q4_2022,12,2022
31/12/2022,9533.1,10.233333333333333,100,100,54,100,99,93,8,Good,Q4_2022,12,2023
31/07/2023,0.0,94.11666666666666,100,100,77,100,100,94,18,Good,Q2_2023,6,2023
31/08/2022,6029.0,97.78333333333333,94,100,47,100,100,89,16,Good,Q3_2022,9,2022
31/03/2022,5910.4,48.03333333333333,83,100,42,98,98,87,50,Good,Q1_2022,2,2024
30/09/2023,4639.7,03:36:00,71,100,43,98,98,84,78,Good,Q3_2023,8,2023
30/11/2023,0.0,209.86666666666667,64,100,22,100,100,92,74,Good,Q4_2023,11,2023
30/06/2023,5216.3,99.46666666666667,93,100,27,100,100,88,83,Good,Q2_2022,1,2023
30/04/2023,9276.5,37.983333333333334,83,100,82,100,99,89,47,Good,Q1_2023,4,2023
31/07/2023,4108.6,105.43333333333334,95,100,44,99,99,85,95,Good,Q2_2023,6,2022
31/07/2023,79.5,63.68333333333333,99,100,44,100,99,91,81,Good,Q3_2023,7,2023
30/09/2023,6723.2,176.68333333333334,97,100,77,100,100,78,32,Good,Q3_2023,9,2023
31/10/2022,6960.8,12.616666666666667,89,99,40,99,100,81,117,Good,Q3_2022,9,2022
31/08/2022,5514.5,139.43333333333334,96,100,34,100,100,87,47,Good,Q3_2022,9,2022
30/04/2023,6458.3,105.76666666666667,94,100,52,100,100,80,131,Risky,Q1_2023,4,2023
30/04/2023,4891.3,134.63333333333333,88,100,69,100,97,87,152,Risky,Q1_2023,4,2023
30/04/2023,5094.7,153.03333333333333,99,100,81,100,100,88,16,Good,Q1_2023,4,2023
31/03/2022,7749.8,00:00:00,85,100,67,100,100,88,90,Good,Q1_2022,3,2022
30/09/2023,4549.8,156.96666666666667,80,97,57,100,100,78,143,Good,Q3_2023,10,2023
31/08/2022,4534.8,156.83333333333334,76,100,37,100,99,85,87,Good,Q2_2023,8,2022
31/03/2022,4702.0,142.63333333333333,97,96,53,97,95,82,87,Good,Q1_2022,2,2022
30/09/2023,5663.5,233.51666666666668,89,95,56,99,98,85,32,Good,Q3_2023,9,2023
30/11/2022,10647.3,21.966666666666665,91,98,47,99,91,84,78,Good,Q4_2022,12,2022
31/03/2022,0.0,03:36:00,100,100,94,100,100,100,1,Good,Q1_2022,3,2022
30/06/2023,6139.0,157.86666666666667,74,100,35,99,99,87,87,Good,Q2_2023,6,2023
31/05/2023,7242.1,105.43333333333334,96,100,86,100,99,88,21,Good,Q4_2022,1,2024
31/07/2023,2715.3,117.41666666666667,86,99,55,100,99,85,87,Good,Q2_2023,7,2023
31/03/2022,4729.6,46.36666666666667,95,100,84,100,79,87,12,Good,Q1_2022,2,2022
30/11/2022,4208.5,102.33333333333333,89,100,53,99,100,93,114,Good,Q4_2022,9,2022
31/07/2022,0.0,2484.7166666666667,97,100,42,99,100,89,72,Good,Q1_2022,1,2022
31/01/2023,6329.7,00:00:00,97,100,62,100,99,88,95,Good,Q2_2022,2,2023
31/05/2023,74.6,46.483333333333334,99,100,100,100,100,100,2,Good,Q2_2023,5,2023
31/01/2023,89.0,147.36666666666667,95,100,47,99,99,84,57,Good,Q2_2023,6,2023
30/11/2022,9678.4,248.41666666666666,99,100,40,100,100,86,39,Good,Q4_2022,12,2022
31/05/2022,1590.6,152.36666666666667,83,100,45,100,100,87,112,Good,Q2_2022,5,2022
30/06/2023,281.8,9.016666666666667,92,100,53,97,99,87,86,Good,Q2_2023,7,2023
30/09/2022,5386.1,125.01666666666667,93,100,27,94,100,86,77,Good,Q3_2023,9,2022
31/08/2023,6158.8,57.083333333333336,87,100,57,100,100,93,128,Good,Q3_2023,9,2023
31/05/2023,158.0,114.96666666666667,99,100,49,100,99,94,29,Good,Q2_2023,6,2023
30/11/2023,9309.9,124.01666666666667,55,100,34,100,100,69,178,Risky,Q1_2023,9,2023
31/05/2022,4427.6,118.26666666666667,96,100,18,100,100,83,52,Good,Q2_2022,6,2022
30/06/2023,3906.4,174.66666666666666,88,99,56,99,100,89,50,Good,Q2_2022,7,2022
31/12/2023,9904.7,260.98333333333335,71,100,27,99,100,73,172,Risky,Q4_2022,11,2023
31/10/2022,6234.0,128.18333333333334,93,100,30,100,78,84,152,Good,Q3_2022,10,2022
31/08/2022,5484.8,2.9833333333333334,95,100,48,100,98,88,78,Good,Q3_2023,10,2022
31/12/2023,7709.3,253.68333333333334,84,100,71,100,100,81,7,Good,Q4_2023,12,2023
31/01/2023,5236.8,15:36:00,96,100,56,99,100,81,144,Good,Q4_2023,8,2023
28/02/2023,0.0,1.2166666666666668,99,100,100,100,100,92,9,Good,Q1_2024,2,2022
30/04/2023,6067.5,153.03333333333333,100,100,69,100,100,90,28,Good,Q1_2023,3,2023
30/06/2023,4150.7,123.06666666666666,99,100,86,100,100,89,15,Good,Q2_2023,9,2023
30/06/2022,5367.6,105.43333333333334,82,100,43,95,95,76,79,Good,Q2_2022,6,2022
31/08/2022,464.9,156.41666666666666,99,100,58,90,96,81,99,Good,Q3_2022,9,2022
29/02/2024,9134.8,46.36666666666667,82,100,82,100,98,82,160,Good,Q1_2024,2,2024
31/03/2022,5122.7,157.61666666666667,98,99,36,99,99,85,15,Good,Q1_2022,2,2022
31/12/2022,0.0,87.48333333333333,100,100,43,100,100,90,30,Good,Q4_2022,12,2022
30/09/2022,6658.1,63.68333333333333,99,100,75,100,100,92,45,Good,Q3_2022,9,2023
31/01/2024,6321.9,199.91666666666666,84,99,53,98,100,84,77,Good,Q4_2023,1,2024
31/07/2023,5486.3,101.31666666666666,89,99,66,100,99,81,114,Good,Q2_2023,7,2023
31/01/2024,6762.2,00:00:00,85,92,61,98,100,84,80,Good,Q4_2023,1,2023
31/10/2023,5795.6,109.53333333333333,86,100,62,93,95,78,84,Risky,Q3_2023,10,2023
31/07/2023,5350.0,197.33333333333334,82,100,38,99,99,82,125,Good,Q2_2023,7,2023
31/10/2023,360.3,14:24:00,100,100,100,100,100,96,6,Good,Q2_2023,7,2023
29/02/2024,5334.0,102.66666666666667,100,100,100,100,100,100,42,Good,Q1_2023,2,2024
31/12/2022,6491.2,124.01666666666667,94,100,79,100,100,85,95,Good,Q4_2022,5,2022
31/05/2022,5919.1,185.28333333333333,78,100,50,100,100,86,114,Good,Q2_2022,5,2022
30/06/2023,5694.0,86.28333333333333,90,100,51,98,98,85,81,Good,Q2_2023,5,2023
31/07/2022,6055.4,132.88333333333333,82,100,33,100,98,87,43,Good,Q4_2022,5,2023
31/05/2022,4625.4,6.366666666666666,100,100,100,100,99,100,8,Good,Q2_2022,5,2022
30/06/2022,5138.2,58.78333333333333,83,100,20,100,100,84,89,Good,Q2_2022,6,2022
31/12/2023,2251.2,132.73333333333332,100,100,52,100,100,91,94,Good,Q3_2023,8,2023
31/05/2023,6332.5,112.18333333333334,96,100,49,99,100,88,109,Good,Q2_2023,3,2023
31/10/2022,6044.1,115.93333333333334,95,100,45,100,100,87,41,Good,Q3_2022,9,2022
30/04/2022,5497.9,114.61666666666666,99,100,53,100,100,77,98,Good,Q1_2022,2,2022
31/07/2023,2880.0,158.23333333333332,92,100,60,100,100,87,27,Good,Q2_2023,7,2022
30/09/2023,7668.2,75.38333333333334,95,100,58,100,100,83,101,Good,Q3_2023,8,2023
31/03/2023,7852.8,87.58333333333333,42,100,50,100,98,85,168,Risky,Q1_2023,3,2023
31/10/2022,6835.7,97.78333333333333,99,100,27,100,100,88,19,Good,Q3_2022,9,2022
31/10/2023,8064.2,129.98333333333332,85,100,46,100,100,85,110,Good,Q3_2023,8,2023
31/12/2023,5329.4,267.68333333333334,83,99,18,100,100,84,141,Good,Q4_2023,12,2023
30/04/2023,5545.4,153.03333333333333,89,92,44,100,100,87,139,Risky,Q1_2023,3,2023
31/03/2023,299.8,96.23333333333333,99,100,47,100,100,90,114,Good,Q1_2023,4,2023
30/09/2023,6556.0,48.333333333333336,90,100,46,91,100,85,88,Good,Q1_2023,2,2023
31/12/2023,9300.1,267.68333333333334,76,100,69,100,99,79,95,Good,Q4_2023,12,2023
31/01/2024,6236.3,118.26666666666667,79,100,42,100,100,88,128,Good,Q1_2022,1,2024
30/04/2022,4606.5,18:00:00,98,100,31,100,99,93,1,Good,Q1_2022,4,2022
30/09/2022,5286.3,100.88333333333334,82,100,45,92,94,81,78,Good,Q3_2022,9,2022
30/11/2022,2852.2,185.21666666666667,99,97,51,100,100,78,100,Good,Q3_2023,2,2023
31/01/2024,10140.2,260.98333333333335,89,100,51,100,100,83,112,Good,Q4_2023,12,2023
30/09/2023,5081.0,192.63333333333333,83,100,41,100,91,84,160,Good,Q3_2023,10,2023
30/06/2022,3377.8,127.68333333333334,70,100,19,95,91,68,133,Risky,Q1_2022,5,2022
31/01/2023,6048.0,105.33333333333333,96,95,41,100,99,87,45,Good,Q2_2023,2,2023
31/03/2023,6737.6,297.28333333333336,56,100,32,99,99,75,142,Risky,Q1_2023,3,2023
30/06/2022,3433.0,6.366666666666666,89,100,41,100,92,86,73,Good,Q2_2022,10,2022
31/05/2023,395.0,134.46666666666667,86,100,64,100,100,76,108,Good,Q2_2023,5,2023
31/03/2023,0.0,143.63333333333333,100,100,85,100,100,88,43,Good,Q1_2023,4,2023
29/02/2024,4601.2,2.966666666666667,82,100,49,100,100,82,107,Good,Q1_2024,2,2024
31/12/2022,8277.9,9.816666666666666,84,100,58,100,100,80,52,Good,Q4_2022,12,2022
31/01/2023,9834.6,213.73333333333332,77,100,30,100,100,88,73,Good,Q4_2022,1,2022
30/06/2022,10120.2,152.48333333333332,96,100,54,100,100,87,105,Good,Q2_2023,8,2023
30/06/2023,0.0,93.16666666666667,96,100,70,98,100,95,42,Good,Q2_2023,5,2023
31/08/2023,2151.0,14:24:00,100,100,58,100,100,87,48,Good,Q1_2023,7,2024
31/05/2022,4029.1,99.46666666666667,74,100,38,100,100,85,80,Good,Q2_2022,5,2022
31/05/2022,6228.5,126.63333333333334,98,100,49,100,99,89,135,Good,Q2_2022,5,2022
30/04/2023,6747.4,177.28333333333333,99,100,65,100,100,90,140,Good,Q1_2023,3,2023
31/07/2023,7163.7,72.93333333333334,82,100,68,98,100,83,150,Good,Q2_2023,7,2023
31/01/2023,8838.9,213.73333333333332,90,100,48,100,100,87,116,Good,Q2_2022,6,2022
31/07/2023,3863.6,132.46666666666667,96,100,27,100,100,89,42,Good,Q1_2023,7,2023
30/09/2022,5254.0,19.516666666666666,97,100,71,100,100,89,11,Good,Q3_2022,2,2022
31/10/2022,5601.7,189.43333333333334,85,99,40,99,99,85,68,Good,Q2_2022,9,2022
31/03/2023,0.0,153.03333333333333,100,100,78,100,100,95,2,Good,Q1_2023,4,2023
31/03/2022,6594.6,46.36666666666667,97,100,61,99,100,87,27,Good,Q1_2023,2,2024
30/04/2022,6443.0,9.816666666666666,83,97,10,100,98,86,161,Good,Q1_2022,4,2022
31/12/2023,9104.9,265.53333333333336,99,100,41,100,100,80,45,Good,Q4_2023,12,2023
31/10/2023,8689.6,72.63333333333334,85,100,42,100,100,85,43,Risky,Q3_2023,11,2023
30/04/2022,4216.3,9.816666666666666,100,100,48,100,100,92,3,Good,Q1_2022,4,2022
31/08/2023,6819.9,107.78333333333333,81,100,81,100,99,87,112,Good,Q3_2023,7,2023
31/07/2022,5437.5,124.01666666666667,89,100,31,100,100,83,71,Good,Q2_2022,7,2022
31/08/2022,4969.1,146.53333333333333,97,100,28,94,100,85,120,Good,Q3_2022,8,2022
31/08/2022,5607.8,264.06666666666666,97,100,47,100,100,88,136,Good,Q3_2022,7,2022
31/08/2023,5871.1,28.833333333333332,90,100,52,100,97,90,146,Good,Q3_2023,9,2023
31/10/2022,6177.8,165.56666666666666,100,100,90,100,100,94,1,Good,Q3_2022,12,2022
31/10/2023,9809.1,102.66666666666667,93,100,46,99,99,87,28,Good,Q2_2022,8,2022
31/08/2023,0.0,79.93333333333334,60,100,66,100,100,88,158,Risky,Q3_2023,2,2023
30/06/2022,4886.3,132.46666666666667,82,100,31,100,97,80,72,Good,Q2_2022,6,2022
28/02/2022,0.0,156.83333333333334,99,100,73,100,100,100,15,Good,Q1_2023,7,2023
29/02/2024,5592.6,63.03333333333333,88,100,35,100,99,91,109,Good,Q3_2023,10,2023
28/02/2023,5757.4,134.88333333333333,76,100,23,100,100,86,99,Good,Q1_2023,2,2022
30/04/2022,6069.0,135.01666666666668,88,100,21,100,100,86,113,Good,Q1_2022,4,2022
28/02/2022,3867.8,03:36:00,84,100,27,100,100,85,102,Good,Q1_2022,2,2022
29/02/2024,4430.1,115.16666666666667,84,100,84,100,99,92,150,Good,Q1_2024,2,2024
31/05/2023,9441.3,22.466666666666665,79,100,49,99,99,84,103,Good,Q2_2022,7,2023
31/03/2022,6592.3,87.48333333333333,96,100,39,100,100,91,82,Good,Q1_2022,4,2022
30/11/2022,0.0,132.46666666666667,100,100,100,100,100,92,23,Good,Q4_2022,9,2022
28/02/2022,0.0,99.61666666666666,99,100,100,100,100,100,14,Good,Q2_2022,2,2022
31/12/2022,6464.8,132.46666666666667,88,100,32,100,100,81,120,Good,Q2_2022,6,2022
31/12/2023,9390.4,267.68333333333334,78,100,71,100,100,83,36,Good,Q4_2023,12,2023
30/11/2023,7201.0,152.76666666666668,100,100,49,100,100,94,7,Good,Q4_2023,12,2023
30/09/2023,5541.0,63.68333333333333,79,99,48,100,99,85,86,Good,Q3_2023,10,2023
30/09/2023,88.8,92.21666666666667,76,99,79,100,96,77,81,Good,Q3_2023,9,2023
31/07/2022,0.0,156.81666666666666,84,100,53,100,100,90,56,Good,Q2_2022,7,2022
31/08/2022,5288.5,152.36666666666667,100,100,51,100,100,89,4,Good,Q3_2022,12,2022
31/05/2022,5387.0,03:36:00,99,100,17,100,100,84,120,Good,Q1_2022,8,2022
31/07/2023,3943.6,152.48333333333332,89,100,60,95,100,88,134,Good,Q2_2023,7,2023
31/03/2023,6106.6,148.73333333333332,89,100,47,100,99,85,154,Good,Q1_2023,3,2023
30/09/2023,8421.9,192.63333333333333,37,100,44,100,95,82,111,Good,Q3_2023,7,2023
30/04/2022,5018.9,134.88333333333333,100,100,39,99,100,87,13,Good,Q1_2022,2,2022
31/12/2022,629.9,226.36666666666667,100,100,60,100,100,89,11,Good,Q4_2022,12,2022
30/09/2023,6111.2,125.01666666666667,72,100,45,99,91,77,44,Risky,Q3_2023,9,2023
28/02/2023,5351.6,198.68333333333334,82,100,43,100,100,78,142,Good,Q1_2023,2,2023
31/05/2023,5340.8,185.21666666666667,82,96,51,100,100,80,146,Good,Q2_2023,2,2023
31/01/2023,10571.5,228.86666666666667,92,100,40,100,100,84,59,Good,Q4_2022,1,2023
31/01/2023,8880.0,204.83333333333334,91,93,39,100,100,88,112,Good,Q2_2023,5,2023
30/06/2023,6697.3,161.61666666666667,89,99,58,99,99,78,124,Good,Q3_2023,6,2023
30/06/2023,5316.9,221.18333333333334,88,96,25,100,99,87,143,Good,Q2_2023,10,2023
30/06/2022,6400.5,127.68333333333334,83,100,38,100,100,85,98,Good,Q2_2022,6,2022
28/02/2022,4725.6,03:36:00,99,100,78,100,100,90,82,Good,Q3_2022,2,2022
28/02/2023,5967.6,157.61666666666667,20,95,45,98,98,75,146,Risky,Q1_2023,2,2023
30/04/2023,4258.1,8.383333333333333,100,100,49,100,100,87,42,Good,Q1_2023,4,2023
29/02/2024,0.0,93.71666666666667,100,100,100,99,100,100,5,Good,Q1_2023,2,2024
31/05/2023,5950.8,114.96666666666667,87,100,60,100,100,86,148,Good,Q2_2023,5,2023
31/03/2023,596.0,0.6833333333333333,100,100,43,100,100,77,157,Good,Q1_2023,3,2023
31/07/2022,5095.8,00:00:00,82,100,46,99,99,86,83,Good,Q4_2022,9,2022
30/04/2022,2611.1,124.01666666666667,100,100,37,100,100,85,87,Good,Q1_2022,2,2022
31/12/2023,9249.3,267.68333333333334,81,100,56,99,99,86,103,Good,Q4_2023,12,2023
31/07/2022,2803.5,134.88333333333333,92,99,35,95,99,85,108,Good,Q3_2022,7,2022
30/04/2022,2616.9,14:24:00,99,100,45,99,100,89,12,Good,Q2_2023,9,2023
31/12/2022,10087.9,03:36:00,99,100,64,100,100,86,102,Good,Q4_2022,8,2022
28/02/2023,3864.6,131.88333333333333,77,100,44,100,99,78,76,Good,Q1_2023,2,2023
30/06/2023,5639.3,202.11666666666667,69,97,44,100,99,84,163,Good,Q2_2023,6,2023
31/01/2024,3258.8,277.3833333333333,68,84,45,98,99,84,128,Good,Q4_2023,12,2024
30/06/2022,2296.2,03:36:00,90,100,39,99,100,82,82,Good,Q2_2022,6,2022
31/10/2023,6054.9,135.56666666666666,99,100,50,98,99,83,81,Good,Q3_2023,8,2023
30/04/2023,197.8,96.23333333333333,94,100,73,100,100,91,40,Good,Q1_2023,4,2023
30/11/2023,408.0,134.13333333333333,82,100,60,100,100,87,34,Risky,Q4_2023,11,2023
31/03/2022,4491.9,5.716666666666667,94,91,24,100,98,83,105,Good,Q1_2022,3,2022
31/10/2023,6893.9,140.06666666666666,85,100,35,97,91,78,155,Good,Q3_2023,10,2023
31/12/2023,271.4,147.36666666666667,84,100,37,99,92,86,81,Good,Q3_2023,8,2023
31/10/2023,9764.2,25.366666666666667,72,100,62,97,100,76,86,Good,Q3_2023,10,2023
28/02/2023,5943.9,144.88333333333333,76,100,49,100,100,86,93,Good,Q1_2023,2,2023
29/02/2024,4579.5,1.3333333333333333,68,100,84,98,100,86,172,Risky,Q1_2024,2,2024
31/12/2023,8704.3,02:24:00,99,100,46,100,100,88,15,Good,Q4_2023,12,2023
31/05/2023,0.0,156.83333333333334,100,100,51,100,100,100,12,Good,Q2_2023,6,2023
31/10/2022,5722.3,141.61666666666667,95,92,33,100,98,84,125,Good,Q3_2022,10,2022
30/11/2023,8829.7,256.26666666666665,83,100,47,100,100,86,105,Good,Q4_2023,12,2023
31/03/2023,5102.0,153.03333333333333,95,100,43,100,98,79,120,Good,Q1_2023,3,2023
31/12/2022,9748.8,259.6166666666667,88,100,58,100,98,88,101,Good,Q4_2022,1,2022
31/07/2022,509.5,214.21666666666667,100,98,79,100,98,89,11,Good,Q2_2023,7,2023
30/04/2023,4418.0,87.31666666666666,89,94,48,99,100,88,154,Good,Q1_2023,3,2023
31/03/2022,5637.6,124.96666666666667,86,100,25,100,100,84,107,Good,Q1_2022,3,2022
31/10/2022,5263.6,02:00:00,95,100,15,99,96,81,102,Good,Q3_2022,9,2022
31/05/2022,4987.7,8.383333333333333,87,100,23,100,100,86,76,Good,Q2_2022,6,2022
30/04/2022,488.2,155.96666666666667,100,100,100,100,100,88,1,Good,Q1_2022,5,2022
31/01/2024,6177.4,210.41666666666666,63,97,66,95,100,87,15,Good,Q1_2022,4,2022
31/10/2022,6145.1,14.283333333333333,100,99,27,93,100,86,112,Good,Q3_2022,9,2022
30/06/2022,4912.7,124.01666666666667,95,100,35,100,100,85,93,Good,Q2_2022,9,2023
31/07/2023,0.0,158.26666666666668,100,100,100,100,100,95,14,Good,Q2_2023,5,2023
31/03/2023,5720.6,102.33333333333333,66,100,53,100,92,83,146,Risky,Q1_2023,2,2023
31/08/2022,8887.1,08:24:00,84,100,37,98,100,87,72,Good,Q3_2022,5,2022
31/12/2022,7498.2,13.266666666666667,91,100,50,100,100,85,50,Good,Q4_2022,12,2022
31/10/2023,9777.3,75.38333333333334,74,100,53,100,98,85,117,Good,Q3_2023,10,2023
31/08/2022,5542.9,132.46666666666667,97,100,57,98,100,86,77,Good,Q1_2022,6,2022
30/11/2022,6640.8,8.383333333333333,89,100,28,100,100,85,134,Good,Q4_2022,11,2023
30/11/2022,4644.6,181.63333333333333,95,100,47,100,100,99,33,Good,Q4_2022,6,2022
30/11/2022,9878.5,10.866666666666667,95,100,47,99,100,86,131,Good,Q4_2022,12,2022
30/09/2023,5954.5,238.68333333333334,74,95,33,100,98,70,106,Good,Q3_2023,9,2023
31/12/2022,30.6,156.83333333333334,100,100,50,100,100,90,20,Good,Q4_2022,12,2022
30/06/2022,4110.5,20:24:00,90,100,24,92,100,85,77,Good,Q2_2022,6,2022
30/11/2023,7681.2,60.266666666666666,97,100,33,100,100,80,98,Good,Q4_2023,12,2023
31/08/2022,5622.5,2.6666666666666665,75,100,51,100,100,84,111,Good,Q3_2022,9,2022
31/01/2023,6205.8,6.366666666666666,94,99,43,99,100,86,35,Good,Q2_2022,6,2022
31/07/2022,6584.9,148.03333333333333,87,100,39,100,100,88,94,Good,Q2_2022,6,2022
